"","pert_iname","mean","n","median","sd","sRGES"
"882","BRD-M03817478",-0.382308848793122,1,-0.382308848793122,NA,-0.382308848793122
"883","BRD-K12707296",-0.3821923966386,2,-0.3821923966386,0.0642029575177799,-0.3821923966386
"884","BRD-K43179840",-0.382024465970303,1,-0.382024465970303,NA,-0.382024465970303
"885","BRD-K54673054",-0.38198278241103,1,-0.38198278241103,NA,-0.38198278241103
"886","BRD-K53594827",-0.381888805510102,1,-0.381888805510102,NA,-0.381888805510102
"887","BRD-K42197878",-0.381764262355888,7,-0.419698223596263,0.161962068167256,-0.381764262355888
"888","BRD-K45699165",-0.38142134976324,1,-0.38142134976324,NA,-0.38142134976324
"889","BRD-K82053812",-0.381412401239116,2,-0.381412401239116,0.0740833834239835,-0.381412401239116
"890","teniposide",-0.38134769760596,91,-0.411873892025727,0.175379215756953,-0.38134769760596
"891","BRD-K61683215",-0.381241233003582,1,-0.381241233003582,NA,-0.381241233003582
"892","BRD-K86182839",-0.381161436864264,2,-0.381161436864264,0.0290553382730526,-0.381161436864264
"893","BRD-K32581454",-0.381150498547944,15,-0.483856455023841,0.251001418277196,-0.381150498547944
"894","BRD-K79222491",-0.381112020558401,11,-0.380957001765328,0.07097351912769,-0.381112020558401
"895","BRD-K41700431",-0.380891536857674,6,-0.39186375642295,0.107888233176722,-0.380891536857674
"896","BRD-K01896723",-0.380880746922872,10,-0.356687757916567,0.0699783589209056,-0.380880746922872
"897","BRD-K50659736",-0.380777829414304,1,-0.380777829414304,NA,-0.380777829414304
"898","z-leu3-VS",-0.380723208893093,7,-0.366194788255104,0.0672883459423696,-0.380723208893093
"899","BRD-K93450738",-0.380691693611305,1,-0.380691693611305,NA,-0.380691693611305
"900","BRD-K67774729",-0.380607604725223,12,-0.443141817718498,0.240262563193339,-0.380607604725223
"901","SA-103150",-0.380522249763639,4,-0.443139067844304,0.196591233241226,-0.380522249763639
"902","BRD-K26857129",-0.380457060546139,1,-0.380457060546139,NA,-0.380457060546139
"903","BRD-K78584123",-0.380388313691307,1,-0.380388313691307,NA,-0.380388313691307
"904","BRD-K27431449",-0.380260394753607,1,-0.380260394753607,NA,-0.380260394753607
"905","BRD-K47119747",-0.380255380239308,1,-0.380255380239308,NA,-0.380255380239308
"906","BRD-K53932786",-0.379915057012075,11,-0.407733929506058,0.113632607617431,-0.379915057012075
"907","BRD-K38803221",-0.379887676195349,3,-0.37553567949895,0.0562579677404346,-0.379887676195349
"908","BRD-K87508191",-0.37986262940803,1,-0.37986262940803,NA,-0.37986262940803
"909","BRD-K66836247",-0.379793882553199,1,-0.379793882553199,NA,-0.379793882553199
"910","BRD-K86033856",-0.379753551065031,1,-0.379753551065031,NA,-0.379753551065031
"911","BRD-M58317392",-0.37962201541612,1,-0.37962201541612,NA,-0.37962201541612
"912","BRD-K94988014",-0.37959634992365,1,-0.37959634992365,NA,-0.37959634992365
"913","BRD-K57140889",-0.379340153311311,1,-0.379340153311311,NA,-0.379340153311311
"914","BRD-K93410934",-0.379266365020459,1,-0.379266365020459,NA,-0.379266365020459
"915","SA-25547",-0.378974583249362,15,-0.402747921497417,0.123064411002418,-0.378974583249362
"916","BRD-K86981020",-0.378972563928154,1,-0.378972563928154,NA,-0.378972563928154
"917","BRD-K08041211",-0.378631602394183,1,-0.378631602394183,NA,-0.378631602394183
"918","BRD-K37545156",-0.378587146094725,1,-0.378587146094725,NA,-0.378587146094725
"919","BRD-K83082136",-0.378330032857656,1,-0.378330032857656,NA,-0.378330032857656
"920","BRD-K00566471",-0.378181642796315,2,-0.378181642796315,0.086373147250831,-0.378181642796315
"921","BRD-A43126523",-0.377949242548614,14,-0.348028431865909,0.112672403368102,-0.377949242548614
"922","BRD-K04803823",-0.377932217724364,1,-0.377932217724364,NA,-0.377932217724364
"923","BRD-K77547920",-0.377666539058409,13,-0.400307408150902,0.126989189187101,-0.377666539058409
